Category,Code,Arabic,English,الأداة,الكود,الاسم التجاري,Product Name,التركيبة,Blend Composition,الوصف التسويقي للنكهة (للعميل),Marketing Description,المقاييس بالعربي,Flavor Metrics,ملاحظات التحضير,Brewing Notes,الاسم التجاري الجديد,الوصف التسويقي (يركز على الصحة والنكهة),كثافة التحميص,Roast Level,التحميص,Roast,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,كولد برو,CB20,أرابيان آيسد,أRabyan آYsd,٤٠٪ يمني + ٣٠٪ حبشي + ٣٠٪ كولومبي,40% Yemeni + 30% Ethiopian + 30% Colombian,ليالٍ عربية باردة، يجمع بين حلاوة التمر الفاخرة ولمسة من الزعفران والهيل.,"Luxurious cup.
Flavor profile: saffron, cardamom, date; balanced acidity; medium-full body.",وضوح 4 / حمضية 3 / عطرية 5 / تعقيد 5 / قوام 4,Clarity 4 / Acidity 3 / Fragrance 5 / Complexity 5 / Body 4,نقع 18 ساعة + هيل,Cold steep; 18 hrs; add cardamom.,,,,,,,,,,,,
,,,,كيمكس,CM01,توليفتي™ إثيوبيا كيمكس,Tawlifti Ethiopia Chemex,١٠٠٪ حبشي هراري,100% Ethiopian Harrar,كوب نقي وصافٍ كالشاي، تفوح منه رائحة الياسمين العطرية مع حمضية الليمون المنعشة.,"Refreshing cup.
Flavor profile: jasmine; high acidity; light body.",وضوح 5 / حمضية 5 / عطرية 5 / تعقيد 4 / قوام 2,Clarity 5 / Acidity 5 / Fragrance 5 / Complexity 4 / Body 2,4 صبات متدرجة,4 staged pours; Staged pour,,,,,,,,,,,,
,,,,كيمكس,CM02,توليفتي™ كينيا كيمكس,Tawlifti Kynya Chemex,١٠٠٪ كينيا AAA,100% Kenya AAA,تجربة كينية جريئة ونقية، تتميز بحمضية الفواكه اللاذعة مع لمسة عطرية من التوابل الوردية الرقيقة.,"Signature cup.
Flavor profile: high acidity; medium body.",وضوح 4 / حمضية 5 / عطرية 4 / تعقيد 5 / قوام 3,Clarity 4 / Acidity 5 / Fragrance 4 / Complexity 5 / Body 3,صب حلزوني بطيء,Spiral pour (slow),,,,,,,,,,,,
,,,,كيمكس,CM03,توليفتي™ كولومبيا كيمكس,Tawlifti Colombia Chemex,٧٠٪ كولومبي + ٣٠٪ برازيلي,70% Colombian + 30% Brazilian,فنجان متوازن ومثالي، يجمع بين حلاوة التفاح الأخضر ونعومة العسل الصافي.,"Signature cup.
Flavor profile: honey, apple; balanced acidity; medium-full body.",وضوح 4 / حمضية 3 / عطرية 3 / تعقيد 3 / قوام 4,Clarity 4 / Acidity 3 / Fragrance 3 / Complexity 3 / Body 4,3 صبات متساوية,3 equal pours,,,,,,,,,,,,
,,,,كيمكس,CM04,توليفتي™ كوستاريكا كيمكس,Tawlifti Costa Rica Chemex,١٠٠٪ كوستا ريكي,100% Costa Rican,كوب صافٍ وحلو، يجمع بين حلاوة العسل الذهبي ونكهة الخوخ الصيفي المنعشة.,"Refreshing cup.
Flavor profile: honey, peach; bright acidity; medium body.",وضوح 3 / حمضية 4 / عطرية 4 / تعقيد 3 / قوام 3,Clarity 3 / Acidity 4 / Fragrance 4 / Complexity 3 / Body 3,صب دائري مكثف,Circular pour (intense),,,,,,,,,,,,
,,,,كيمكس,CM05,موكا كلاسيك,Mocha Classic,١٠٠٪ يمني خولاني,100% Yemeni Khawlani,رحلة إلى اليمن في فنجان، بنكهة الكاكاو الأصيلة وحمضية التوت البري في كوب صافٍ ونقي.,"A journey in a cup.
Flavor profile: cocoa, berry; low acidity; medium-full body.",وضوح 2 / حمضية 2 / عطرية 5 / تعقيد 5 / قوام 4,Clarity 2 / Acidity 2 / Fragrance 5 / Complexity 5 / Body 4,ماء 90°م + صب طبقات,Layered pour; water 90°C,,,,,,,,,,,,
,,,,كيمكس,CM06,أنتيغوا بريميوم,Antigua Brymywm,١٠٠٪ جواتيمالا,100% Guatemala,فنجان فاخر ونقي، يبرز نكهة الكرز الأسود الحلو مع عمق الشوكولاتة الداكنة.,"Luxurious cup.
Flavor profile: chocolate; balanced acidity; full body.",وضوح 3 / حمضية 3 / عطرية 4 / تعقيد 4 / قوام 5,Clarity 3 / Acidity 3 / Fragrance 4 / Complexity 4 / Body 5,صب مزدوج (30%+70%),Double pour; split 30%+70%,,,,,,,,,,,,
,,,,كيمكس,CM07,بيرو العضوية,Byrw Aladwya,١٠٠٪ بن بيرو,100% بن Peru,كوب عضوي منعش، يجمع بين حلاوة الأناناس الاستوائية وحلاوة قصب السكر الطبيعية.,"Refreshing cup.
Flavor profile: pineapple; bright acidity; medium body.",وضوح 4 / حمضية 4 / عطرية 3 / تعقيد 3 / قوام 3,Clarity 4 / Acidity 4 / Fragrance 3 / Complexity 3 / Body 3,صب دائري سريع,Circular pour (fast),,,,,,,,,,,,
,,,,كيمكس,CM08,مانديلينج كيمكس,Mandheling Chemex,٦٠٪ هندي مايسور + ٤٠٪ إندونيسي,60% Indian Mysore + 40% Indonesian,تجربة ترابية غنية، تجمع بين حلاوة التوت الأسود وعمق النكهات الأصيلة في كوب صافٍ.,"Signature cup.
Flavor profile: berry; low acidity; full body.",وضوح 2 / حمضية 2 / عطرية 4 / تعقيد 4 / قوام 5,Clarity 2 / Acidity 2 / Fragrance 4 / Complexity 4 / Body 5,صب مركز + تقليب,Center pour,,,,,,,,,,,,
,,,,كيمكس,CM09,دا لات ريزرف,Da Lat Ryzrf,٨٠٪ فيتنامي + ٢٠٪ برازيلي,80% Vietnamese + 20% Brazilian,فنجان قوي ونقي، بنكهة خشب الأرز والكراميل الداكن، مثالي لمحبي القهوة الكلاسيكية.,"Bold cup.
Flavor profile: caramel; very low acidity; full body.",وضوح 1 / حمضية 1 / عطرية 3 / تعقيد 2 / قوام 5,Clarity 1 / Acidity 1 / Fragrance 3 / Complexity 2 / Body 5,ماء 95°م,water 95°C,,,,,,,,,,,,
,,,,كيمكس,CM10,أفريكان بلند كيمكس,أFrykan Blnd Chemex,٥٠٪ كينيا AAA + ٥٠٪ حبشي لقميتي,50% Kenya AAA + 50% Ethiopian Lekemti,احتفال بالنكهات الأفريقية، يجمع بين حمضية اليوسفي المنعشة ولمسة الزنجبيل الحارة في كوب نقي.,"Refreshing cup.
Flavor profile: high acidity; medium body.",وضوح 5 / حمضية 5 / عطرية 5 / تعقيد 5 / قوام 3,Clarity 5 / Acidity 5 / Fragrance 5 / Complexity 5 / Body 3,إضافة قشر برتقال,add orange peel,,,,,,,,,,,,
,,,,كيمكس,CM11,سيرادو سويتال,Cerrado Swytal,١٠٠٪ برازيلي سانتوس,100% Brazilian Santos,كوب برازيلي صافٍ وحلو، يبرز نكهة البندق المحمص والكراميل الذهبي.,"Signature cup.
Flavor profile: caramel, hazelnut; low acidity; medium-full body.",وضوح 3 / حمضية 2 / عطرية 3 / تعقيد 2 / قوام 4,Clarity 3 / Acidity 2 / Fragrance 3 / Complexity 2 / Body 4,صب حلزوني,Spiral pour,,,,,,,,,,,,
,,,,كيمكس,CM12,كونا الذهبي,Kwna Alihby,٧٠٪ برازيلي + ٣٠٪ كوستا ريكي,70% Brazilian + 30% Costa Rican,فنجان استوائي نقي، يجمع بين حلاوة الفانيليا ونكهة الأناناس المنعشة.,"Refreshing cup.
Flavor profile: pineapple, vanilla; balanced acidity; medium-full body.",وضوح 3 / حمضية 3 / عطرية 4 / تعقيد 3 / قوام 4,Clarity 3 / Acidity 3 / Fragrance 4 / Complexity 3 / Body 4,صب دائري بطيء,Circular pour (slow),,,,,,,,,,,,
,,,,كيمكس,CM13,أوغندا فلات,أWghnda Flat,١٠٠٪ بن أوغندي,100% بن Ugandan,كوب قوي وصريح، بنكهة الكاكاو المر واللمسة الدخانية الكلاسيكية.,"Bold cup.
Flavor profile: cocoa; very low acidity; full body.",وضوح 1 / حمضية 1 / عطرية 2 / تعقيد 1 / قوام 5,Clarity 1 / Acidity 1 / Fragrance 2 / Complexity 1 / Body 5,4 صبات بفواصل,4 pours,,,,,,,,,,,,
,,,,كيمكس,CM14,هويلا ميدل,Huila Mydl,١٠٠٪ بن كولومبي,100% بن Colombian,فنجان كولومبي متوازن، يجمع بين حلاوة التفاح الأحمر والعسل الصافي في كوب نقي.,"Signature cup.
Flavor profile: honey, apple; bright acidity; medium body.",وضوح 4 / حمضية 4 / عطرية 4 / تعقيد 3 / قوام 3,Clarity 4 / Acidity 4 / Fragrance 4 / Complexity 3 / Body 3,صب سريع متكرر,fast,,,,,,,,,,,,
,,,,كيمكس,CM15,سيدامو أروماتيك,Sidamo أRwmatyk,١٠٠٪ حبشي لقميتي,100% Ethiopian Lekemti,عطر فاخر في فنجانك، يجمع بين حمضية البرتقال ولمسة الزنجبيل المنعشة.,"Luxurious cup.
Flavor profile: high acidity; light body.",وضوح 5 / حمضية 5 / عطرية 5 / تعقيد 4 / قوام 2,Clarity 5 / Acidity 5 / Fragrance 5 / Complexity 4 / Body 2,ماء 89°م,water 89°C,,,,,,,,,,,,
,,,,كيمكس,CM16,مونسونيد سبيشل,Mwnswnyd Sbyshl,٨٠٪ هندي أرابيكا + ٢٠٪ هندي روبيستا,80% Indian Arabica + 20% Indian Robusta,تجربة هندية فريدة، تجمع بين دفء التوابل الذهبية وحلاوة التمر الهندي اللاذعة.,"Comforting cup.
Flavor profile: date; low acidity; medium-full body.",وضوح 2 / حمضية 2 / عطرية 4 / تعقيد 5 / قوام 4,Clarity 2 / Acidity 2 / Fragrance 4 / Complexity 5 / Body 4,صب حلزوني مكثف,Spiral pour (intense),,,,,,,,,,,,
,,,,كيمكس,CM17,ألتورا بالانس,أLtwra Balance,٦٠٪ بيرو + ٤٠٪ جواتيمالا,60% Peru + 40% Guatemala,كوب متوازن ومريح، يجمع بين حلاوة الفول السوداني المحمص ودفء القرفة.,"Comforting cup.
Flavor profile: cinnamon; balanced acidity; medium-full body.",وضوح 3 / حمضية 3 / عطرية 4 / تعقيد 4 / قوام 4,Clarity 3 / Acidity 3 / Fragrance 4 / Complexity 4 / Body 4,إضافة عود قرفة,"add cinnamon stick, cinnamon",,,,,,,,,,,,
,,,,كيمكس,CM18,روبوستا إسبرسو بلند,Rwbwsta إSbrsw Blnd,٥٠٪ برازيلي روبيستا + ٥٠٪ فيتنامي,50% Brazilian Robusta + 50% Vietnamese,قوة الإسبريسو في كوب فلتر، بنكهة الكراميل الأسود والكاكاو الخام.,"Signature cup.
Flavor profile: caramel, cocoa; very low acidity; full body.",وضوح 1 / حمضية 1 / عطرية 3 / تعقيد 2 / قوام 5,Clarity 1 / Acidity 1 / Fragrance 3 / Complexity 2 / Body 5,ماء 96°م,water 96°C,,,,,,,,,,,,
,,,,كيمكس,CM19,توفي إثيوبيا زهري,Twfy Ethiopia Zhry,١٠٠٪ بن حبشي هراري,100% بن Ethiopian Harrar,فنجان شاعري، يجمع بين عطرية الشاي الفاخر وحمضية التوت البري مع لمسة رقيقة من الزهور.,"Luxurious cup.
Flavor profile: berry, floral; high acidity; light body.",وضوح 5 / حمضية 5 / عطرية 5 / تعقيد 4 / قوام 2,Clarity 5 / Acidity 5 / Fragrance 5 / Complexity 4 / Body 2,إضافة وردة مجففة,add rose,,,,,,,,,,,,
,,,,كيمكس,CM20,كيمكس شوكولاتة برتقالية,Chemex Shwkwlata Brtqalya,٥٠٪ كولومبي + ٣٠٪ يمني + ٢٠٪ كيني,50% Colombian + 30% Yemeni + 20% Kenyan,مزيج فاخر ومبتكر، يجمع بين عمق الكاكاو وحمضية البرتقال المنعشة في كوب واحد.,"Luxurious cup.
Flavor profile: cocoa; bright acidity; medium-full body.",وضوح 4 / حمضية 4 / عطرية 5 / تعقيد 5 / قوام 4,Clarity 4 / Acidity 4 / Fragrance 5 / Complexity 5 / Body 4,رش قشر برتقال فوق المرشح,"add orange peel, orange peel on filter",,,,,,,,,,,,
,,,,كيمكس,CM21,كيمكس غواتيمالا,Chemex Ghwatymala,١٠٠٪ بن جواتيمالا,100% بن Guatemala,كوب نقي جداً، يبرز نكهة الشوكولاتة الداكنة الفاخرة مع حلاوة الكرز الحلو.,"Luxurious cup.
Flavor profile: chocolate; balanced acidity; full body.",وضوح 5 / حمضية 3 / عطرية 4 / تعقيد 4 / قوام 5,Clarity 5 / Acidity 3 / Fragrance 4 / Complexity 4 / Body 5,صب مزدوج,Double pour,,,,,,,,,,,,
,,,,كيمكس,CM22,كيمكس كنوز اليمن,Chemex Knwz Alymn,١٠٠٪ بن يمني خولاني,100% بن Yemeni Khawlani,كنز من النكهات في فنجان، يجمع حلاوة الفواكه المجففة مع تعقيد التوابل الشرقية الفاخرة.,"Luxurious cup.
Flavor profile: balanced acidity; medium-full body.",وضوح 4 / حمضية 3 / عطرية 5 / تعقيد 5 / قوام 4,Clarity 4 / Acidity 3 / Fragrance 5 / Complexity 5 / Body 4,صب طبقات,Layered pour,,,,,,,,,,,,
,,,,نقع بارد,CS-001,,أFrykan Frwt,٧٠٪ كينيا AAA + ٣٠٪ حبشي لقميتي,70% Kenya AAA + 30% Ethiopian Lekemti,,"Refreshing cup.
Flavor profile: medium body.",مرارة 2 / قوام 3 / نكهة 5 / رائحة 5 / لون 5,Bitterness 2 / Body 3 / Flavor 5 / Aroma 5 / Color 5,نقع 24 ساعة في الثلاجة,Cold soak 24 hrs refrigerated.,أفريكان فروت,مشروب صحي غني بمضادات الأكسدة، بنكهة فاكهية طبيعية ولمسة عشبية منعشة.,,,,,,,,,,
,,,,نقع بارد,CS-002,,Latynw Fakhr,٦٠٪ كولومبي + ٤٠٪ كوستا ريكي,60% Colombian + 40% Costa Rican,,"Signature cup.
Flavor profile: medium body.",مرارة 2 / قوام 3 / نكهة 5 / رائحة 5 / لون 4,Bitterness 2 / Body 3 / Flavor 5 / Aroma 5 / Color 4,نقع 18 ساعة + قشر برتقال,Cold soak 18 hrs; add orange peel.,لاتينو فاخر,عزز مزاجك بمشروب صحي، يجمع بين النكهات العشبية اللطيفة مع لمسة حمضية خفيفة.,,,,,,,,,,
,,,,نقع بارد,CS-003,,Jryn Bwst,٤٠٪ حبشي لقميتي + ٦٠٪ كولومبي,40% Ethiopian Lekemti + 60% Colombian,,"Signature cup.
Flavor profile: medium body.",مرارة 2 / قوام 3 / نكهة 4 / رائحة 5 / لون 4,Bitterness 2 / Body 3 / Flavor 4 / Aroma 5 / Color 4,نقع 36 ساعة لاستخلاص أقصى مضادات,Cold soak 36 hrs; max antioxidant extraction.,جرين بوست,جرعة من مضادات الأكسدة، بنكهة عشبية نقية وحمضية خفيفة.,,,,,,,,,,
,,,,نقع بارد,CS-004,,Althlathy Almlky,٤٠٪ كولومبي + ٣٠٪ يمني + ٣٠٪ كيني,40% Colombian + 30% Yemeni + 30% Kenyan,,"Luxurious cup.
Flavor profile: medium-full body.",مرارة 1 / قوام 4 / نكهة 5 / رائحة 5 / لون 5,Bitterness 1 / Body 4 / Flavor 5 / Aroma 5 / Color 5,نقع 48 ساعة + هيل مطحون,Cold soak 48 hrs; add ground cardamom.,الثلاثي الملكي,لدعم المناعة والطاقة، مشروب فاخر بنكهات عشبية معقدة ولمسة فاكهية.,,,,,,,,,,
,,,,نقع بارد,CS-005,,Mocha Adn,٥٠٪ يمني + ٥٠٪ حبشي لقميتي,50% Yemeni + 50% Ethiopian Lekemti,,"Signature cup.
Flavor profile: medium-full body.",مرارة 2 / قوام 4 / نكهة 5 / رائحة 5 / لون 5,Bitterness 2 / Body 4 / Flavor 5 / Aroma 5 / Color 5,نقع 72 ساعة في وعاء زجاجي,Cold soak 72 hrs in glass jar.,موكا عدن,لتركيز ذهني وعطري، مشروب بنكهة عشبية غنية مع لمحات فاكهية.,,,,,,,,,,
,,,,نقع بارد,CS-006,,Nqaء Adwy,١٠٠٪ بيرو,100% Peru,,"Signature cup.
Flavor profile: medium body.",مرارة 1 / قوام 3 / نكهة 5 / رائحة 5 / لون 5,Bitterness 1 / Body 3 / Flavor 5 / Aroma 5 / Color 5,نقع 12 ساعة بماء معدني,Cold soak 12 hrs in mineral water.,نقاء عضوي,لتنقية الجسم، مشروب عضوي نقي بنكهة عشبية لطيفة وحمضية ناعمة.,,,,,,,,,,
,,,,نقع بارد,CS-007,,أFrw-آSywy,٥٠٪ كيني + ٥٠٪ فيتنامي,50% Kenyan + 50% Vietnamese,,"Bold cup.
Flavor profile: medium-full body.",مرارة 4 / قوام 4 / نكهة 4 / رائحة 3 / لون 3,Bitterness 4 / Body 4 / Flavor 4 / Aroma 3 / Color 3,نقع 18 ساعة + كاكاو خام,Cold soak 18 hrs; add raw cacao.,أفرو-آسيوي,للطاقة والتركيز، مشروب قوي بنكهة عشبية جريئة ولمسة ترابية.,,,,,,,,,,
,,,,نقع بارد,CS-008,,Super Jryn,٤٠٪ حبشي + ٤٠٪ كولومبي + ٢٠٪ بيرو,40% Ethiopian + 40% Colombian + 20% Peru,,"Signature cup.
Flavor profile: medium body.",مرارة 2 / قوام 3 / نكهة 5 / رائحة 5 / لون 5,Bitterness 2 / Body 3 / Flavor 5 / Aroma 5 / Color 5,نقع 24 ساعة + بذور شيا,Cold soak 24 hrs; add chia seeds.,سوبر جرين,غني بالفيتامينات والمعادن، مشروب بنكهات عشبية متنوعة وحمضية لطيفة.,,,,,,,,,,
,,,,نقع بارد,CS-009,,Krystal Colombia,١٠٠٪ كولومبي,100% Colombian,,"Signature cup.
Flavor profile: medium body.",مرارة 2 / قوام 3 / نكهة 5 / رائحة 5 / لون 5,Bitterness 2 / Body 3 / Flavor 5 / Aroma 5 / Color 5,نقع 18 ساعة بماء فاتر,Cold soak 18 hrs in lukewarm water.,كريستال كولومبيا,للحيوية والنشاط، مشروب نقي بنكهة عشبية كلاسيكية وحمضية متوازنة.,,,,,,,,,,
,,,,نقع بارد,CS-010,,Nqaء Costa Rica,١٠٠٪ كوستا ريكي,100% Costa Rican,,"Refreshing cup.
Flavor profile: medium body.",مرارة 1 / قوام 3 / نكهة 5 / رائحة 5 / لون 5,Bitterness 1 / Body 3 / Flavor 5 / Aroma 5 / Color 5,نقع 24 ساعة + عود فانيليا,"Cold soak 24 hrs; add vanilla bean, vanilla.",نقاء كوستاريكا,مضاد للأكسدة ومنعش، مشروب نقي جداً بنكهة عشبية رقيقة وحمضية مشرقة.,,,,,,,,,,
,,,,نقع بارد,CS-011,,Jbal AlأNdyz,٧٠٪ كوستا ريكي + ٣٠٪ كولومبي,70% Costa Rican + 30% Colombian,,"Signature cup.
Flavor profile: medium body.",مرارة 2 / قوام 3 / نكهة 5 / رائحة 5 / لون 4,Bitterness 2 / Body 3 / Flavor 5 / Aroma 5 / Color 4,نقع 24 ساعة مع قرفة,Cold soak 24 hrs; add cinnamon.,جبال الأنديز,لطاقة متوازنة، مشروب يجمع بين النكهات العشبية المشرقة والناعمة.,,,,,,,,,,
,,,,نقع بارد,CS-012,,Zhwr أFryqya,٦٠٪ حبشي لقميتي + ٤٠٪ كينيا AAA,60% Ethiopian Lekemti + 40% Kenya AAA,,"Signature cup.
Flavor profile: medium body.",مرارة 1 / قوام 3 / نكهة 5 / رائحة 5 / لون 5,Bitterness 1 / Body 3 / Flavor 5 / Aroma 5 / Color 5,نقع 36 ساعة في وعاء خزفي,Cold soak 36 hrs in ceramic vessel.,زهور أفريقيا,لتعزيز المناعة، مشروب بنكهات عشبية وزهرية مع حمضية لطيفة.,,,,,,,,,,
